graph_id,family,n_nodes,n_edges,method,size,valid,runtime,label_size
1553,hamming,49,774,greedy_min_degree,7,True,0.0007879734039306641,7
1553,hamming,49,774,greedy_random,4,True,3.409385681152344e-05,7
1553,hamming,49,774,sa_restarts,7,True,0.0004038810729980469,7
1553,hamming,49,774,gat_cond+greedy,7,True,0.0038161277770996094,7
2896,p_hat,38,193,greedy_min_degree,10,True,0.0002827644348144531,10
2896,p_hat,38,193,greedy_random,9,True,2.193450927734375e-05,10
2896,p_hat,38,193,sa_restarts,8,True,0.00034618377685546875,10
2896,p_hat,38,193,gat_cond+greedy,10,True,0.002566814422607422,10
892,c_fat,54,1055,greedy_min_degree,3,True,0.0012133121490478516,4
892,c_fat,54,1055,greedy_random,2,True,2.5033950805664062e-05,4
892,c_fat,54,1055,sa_restarts,4,True,0.00032591819763183594,4
892,c_fat,54,1055,gat_cond+greedy,3,True,0.004237651824951172,4
705,c_fat,35,574,greedy_min_degree,2,True,0.0006041526794433594,2
705,c_fat,35,574,greedy_random,1,True,1.9073486328125e-05,2
705,c_fat,35,574,sa_restarts,2,True,0.000240325927734375,2
705,c_fat,35,574,exact,2,True,0.0003561973571777344,2
705,c_fat,35,574,gat_cond+greedy,2,True,0.0026769638061523438,2
4953,steiner,109,5348,greedy_min_degree,5,True,0.0045928955078125,5
4953,steiner,109,5348,greedy_random,2,True,2.7894973754882812e-05,5
4953,steiner,109,5348,sa_restarts,4,True,0.0007112026214599609,5
4953,steiner,109,5348,gat_cond+greedy,3,True,0.015043973922729492,5
944,c_fat,50,1214,greedy_min_degree,2,True,0.0011110305786132812,2
944,c_fat,50,1214,greedy_random,1,True,2.193450927734375e-05,2
944,c_fat,50,1214,sa_restarts,2,True,0.0002770423889160156,2
944,c_fat,50,1214,gat_cond+greedy,2,True,0.0055387020111083984,2
4989,steiner,41,680,greedy_min_degree,5,True,0.0006840229034423828,5
4989,steiner,41,680,greedy_random,3,True,2.9087066650390625e-05,5
4989,steiner,41,680,sa_restarts,4,True,0.0003101825714111328,5
4989,steiner,41,680,gat_cond+greedy,5,True,0.0031418800354003906,5
4306,sanchis_random,77,1032,greedy_min_degree,10,True,0.0011570453643798828,11
4306,sanchis_random,77,1032,greedy_random,8,True,2.7894973754882812e-05,11
4306,sanchis_random,77,1032,sa_restarts,9,True,0.0006158351898193359,11
4306,sanchis_random,77,1032,gat_cond+greedy,10,True,0.004454135894775391,11
4427,sanchis_random,186,5253,greedy_min_degree,16,True,0.005286216735839844,16
4427,sanchis_random,186,5253,greedy_random,12,True,4.76837158203125e-05,16
4427,sanchis_random,186,5253,sa_restarts,12,True,0.0012307167053222656,16
4427,sanchis_random,186,5253,gat_cond+greedy,13,True,0.012911081314086914,16
592,c_fat,49,876,greedy_min_degree,2,True,0.0008330345153808594,2
592,c_fat,49,876,greedy_random,2,True,2.4080276489257812e-05,2
592,c_fat,49,876,sa_restarts,2,True,0.0002758502960205078,2
592,c_fat,49,876,gat_cond+greedy,2,True,0.0030908584594726562,2
3231,p_hat,39,280,greedy_min_degree,8,True,0.00034999847412109375,9
3231,p_hat,39,280,greedy_random,6,True,2.09808349609375e-05,9
3231,p_hat,39,280,sa_restarts,8,True,0.00034999847412109375,9
3231,p_hat,39,280,gat_cond+greedy,8,True,0.002608060836791992,9
1427,hamming,126,6037,greedy_min_degree,7,True,0.005435943603515625,8
1427,hamming,126,6037,greedy_random,6,True,4.1961669921875e-05,8
1427,hamming,126,6037,sa_restarts,7,True,0.0010209083557128906,8
1427,hamming,126,6037,gat_cond+greedy,5,True,0.015018939971923828,8
2199,johnson,93,3443,greedy_min_degree,5,True,0.0030488967895507812,7
2199,johnson,93,3443,greedy_random,7,True,4.6253204345703125e-05,7
2199,johnson,93,3443,sa_restarts,7,True,0.0006909370422363281,7
2199,johnson,93,3443,gat_cond+greedy,7,True,0.012392044067382812,7
2524,keller,15,28,greedy_min_degree,8,True,9.393692016601562e-05,8
2524,keller,15,28,greedy_random,4,True,2.3126602172851562e-05,8
2524,keller,15,28,sa_restarts,8,True,0.00025391578674316406,8
2524,keller,15,28,exact,8,True,8.893013000488281e-05,8
2524,keller,15,28,gat_cond+greedy,8,True,0.0018422603607177734,8
1637,hamming,98,3711,greedy_min_degree,8,True,0.0035037994384765625,8
1637,hamming,98,3711,greedy_random,8,True,4.100799560546875e-05,8
1637,hamming,98,3711,sa_restarts,8,True,0.0008199214935302734,8
1637,hamming,98,3711,gat_cond+greedy,8,True,0.013351917266845703,8
4556,steiner,38,591,greedy_min_degree,4,True,0.00057220458984375,5
4556,steiner,38,591,greedy_random,4,True,2.3126602172851562e-05,5
4556,steiner,38,591,sa_restarts,4,True,0.00028014183044433594,5
4556,steiner,38,591,gat_cond+greedy,4,True,0.0030951499938964844,5
2191,johnson,23,249,greedy_min_degree,2,True,0.0003058910369873047,2
2191,johnson,23,249,greedy_random,1,True,1.5020370483398438e-05,2
2191,johnson,23,249,sa_restarts,2,True,0.00018215179443359375,2
2191,johnson,23,249,exact,2,True,0.00012803077697753906,2
2191,johnson,23,249,gat_cond+greedy,2,True,0.003165006637573242,2
657,c_fat,85,3477,greedy_min_degree,2,True,0.0030679702758789062,3
657,c_fat,85,3477,greedy_random,2,True,2.7179718017578125e-05,3
657,c_fat,85,3477,sa_restarts,3,True,0.0004930496215820312,3
657,c_fat,85,3477,gat_cond+greedy,2,True,0.0097198486328125,3
1275,hamming,26,263,greedy_min_degree,3,True,0.00029206275939941406,3
1275,hamming,26,263,greedy_random,3,True,1.6927719116210938e-05,3
1275,hamming,26,263,sa_restarts,3,True,0.000247955322265625,3
1275,hamming,26,263,exact,3,True,0.00020694732666015625,3
1275,hamming,26,263,gat_cond+greedy,3,True,0.0023708343505859375,3
3828,sanchis,138,4245,greedy_min_degree,11,True,0.004689216613769531,11
3828,sanchis,138,4245,greedy_random,9,True,4.00543212890625e-05,11
3828,sanchis,138,4245,sa_restarts,11,True,0.0009369850158691406,11
3828,sanchis,138,4245,gat_cond+greedy,8,True,0.016805171966552734,11
4352,sanchis_random,174,5497,greedy_min_degree,13,True,0.006019115447998047,14
4352,sanchis_random,174,5497,greedy_random,11,True,5.1975250244140625e-05,14
4352,sanchis_random,174,5497,sa_restarts,12,True,0.0012249946594238281,14
4352,sanchis_random,174,5497,gat_cond+greedy,11,True,0.016520261764526367,14
1930,johnson,27,339,greedy_min_degree,2,True,0.00034999847412109375,2
1930,johnson,27,339,greedy_random,2,True,2.0265579223632812e-05,2
1930,johnson,27,339,sa_restarts,2,True,0.00021409988403320312,2
1930,johnson,27,339,exact,2,True,0.0001900196075439453,2
1930,johnson,27,339,gat_cond+greedy,2,True,0.003345012664794922,2
3618,sanchis,100,2794,greedy_min_degree,7,True,0.00307464599609375,8
3618,sanchis,100,2794,greedy_random,5,True,3.314018249511719e-05,8
3618,sanchis,100,2794,sa_restarts,7,True,0.0007269382476806641,8
3618,sanchis,100,2794,gat_cond+greedy,5,True,0.010432958602905273,8
3728,sanchis,74,1949,greedy_min_degree,6,True,0.00215911865234375,6
3728,sanchis,74,1949,greedy_random,5,True,2.8133392333984375e-05,6
3728,sanchis,74,1949,sa_restarts,5,True,0.0005049705505371094,6
3728,sanchis,74,1949,gat_cond+greedy,5,True,0.008974075317382812,6
2641,keller,185,10620,greedy_min_degree,18,True,0.04446816444396973,24
2641,keller,185,10620,greedy_random,10,True,5.91278076171875e-05,24
2641,keller,185,10620,sa_restarts,17,True,0.0017480850219726562,24
2641,keller,185,10620,gat_cond+greedy,8,True,0.01912713050842285,24
1259,hamming,200,18496,greedy_min_degree,3,True,0.01782083511352539,4
1259,hamming,200,18496,greedy_random,2,True,5.984306335449219e-05,4
1259,hamming,200,18496,sa_restarts,4,True,0.0013430118560791016,4
1259,hamming,200,18496,gat_cond+greedy,3,True,0.03305196762084961,4
748,c_fat,51,1214,greedy_min_degree,2,True,0.0011322498321533203,3
748,c_fat,51,1214,greedy_random,2,True,3.123283386230469e-05,3
748,c_fat,51,1214,sa_restarts,2,True,0.0003139972686767578,3
748,c_fat,51,1214,gat_cond+greedy,2,True,0.005917072296142578,3
509,brockington,102,2776,greedy_min_degree,8,True,0.002624988555908203,8
509,brockington,102,2776,greedy_random,7,True,3.3855438232421875e-05,8
509,brockington,102,2776,sa_restarts,8,True,0.0007688999176025391,8
509,brockington,102,2776,gat_cond+greedy,7,True,0.007059812545776367,8
2660,keller,13,20,greedy_min_degree,7,True,6.914138793945312e-05,7
2660,keller,13,20,greedy_random,4,True,1.6927719116210938e-05,7
2660,keller,13,20,sa_restarts,6,True,0.00019288063049316406,7
2660,keller,13,20,exact,7,True,7.128715515136719e-05,7
2660,keller,13,20,gat_cond+greedy,7,True,0.0011060237884521484,7
2474,keller,52,631,greedy_min_degree,14,True,0.0006818771362304688,14
2474,keller,52,631,greedy_random,8,True,2.193450927734375e-05,14
2474,keller,52,631,sa_restarts,11,True,0.00042438507080078125,14
2474,keller,52,631,gat_cond+greedy,8,True,0.0027289390563964844,14
2153,johnson,26,312,greedy_min_degree,2,True,0.0003361701965332031,2
2153,johnson,26,312,greedy_random,2,True,1.621246337890625e-05,2
2153,johnson,26,312,sa_restarts,2,True,0.0002048015594482422,2
2153,johnson,26,312,exact,2,True,0.00018310546875,2
2153,johnson,26,312,gat_cond+greedy,2,True,0.0024700164794921875,2
3808,sanchis,119,3555,greedy_min_degree,9,True,0.0033020973205566406,9
3808,sanchis,119,3555,greedy_random,7,True,4.1961669921875e-05,9
3808,sanchis,119,3555,sa_restarts,8,True,0.0009121894836425781,9
3808,sanchis,119,3555,gat_cond+greedy,8,True,0.010689020156860352,9
4450,steiner,104,5024,greedy_min_degree,4,True,0.0045528411865234375,4
4450,steiner,104,5024,greedy_random,4,True,5.3882598876953125e-05,4
4450,steiner,104,5024,sa_restarts,4,True,0.0006918907165527344,4
4450,steiner,104,5024,gat_cond+greedy,4,True,0.011576175689697266,4
1795,johnson,76,2211,greedy_min_degree,7,True,0.002031087875366211,7
1795,johnson,76,2211,greedy_random,6,True,3.075599670410156e-05,7
1795,johnson,76,2211,sa_restarts,7,True,0.000553131103515625,7
1795,johnson,76,2211,gat_cond+greedy,6,True,0.008779048919677734,7
1212,hamming,61,1196,greedy_min_degree,7,True,0.001119852066040039,7
1212,hamming,61,1196,greedy_random,5,True,2.384185791015625e-05,7
1212,hamming,61,1196,sa_restarts,7,True,0.0004668235778808594,7
1212,hamming,61,1196,gat_cond+greedy,6,True,0.004198789596557617,7
3061,p_hat,33,226,greedy_min_degree,6,True,0.00027179718017578125,7
3061,p_hat,33,226,greedy_random,5,True,1.6689300537109375e-05,7
3061,p_hat,33,226,sa_restarts,6,True,0.0002949237823486328,7
3061,p_hat,33,226,exact,7,True,0.0008790493011474609,7
3061,p_hat,33,226,gat_cond+greedy,7,True,0.0027577877044677734,7
2057,johnson,40,761,greedy_min_degree,2,True,0.0007040500640869141,2
2057,johnson,40,761,greedy_random,2,True,2.09808349609375e-05,2
2057,johnson,40,761,sa_restarts,2,True,0.0002512931823730469,2
2057,johnson,40,761,gat_cond+greedy,2,True,0.0031871795654296875,2
704,c_fat,30,421,greedy_min_degree,2,True,0.0004208087921142578,2
704,c_fat,30,421,greedy_random,2,True,1.5974044799804688e-05,2
704,c_fat,30,421,sa_restarts,2,True,0.0002028942108154297,2
704,c_fat,30,421,exact,2,True,0.00024080276489257812,2
704,c_fat,30,421,gat_cond+greedy,2,True,0.0026237964630126953,2
3779,sanchis,36,321,greedy_min_degree,6,True,0.00036597251892089844,7
3779,sanchis,36,321,greedy_random,4,True,1.6927719116210938e-05,7
3779,sanchis,36,321,sa_restarts,7,True,0.0003199577331542969,7
3779,sanchis,36,321,gat_cond+greedy,6,True,0.0022780895233154297,7
4856,steiner,43,750,greedy_min_degree,4,True,0.0007271766662597656,4
4856,steiner,43,750,greedy_random,4,True,2.193450927734375e-05,4
4856,steiner,43,750,sa_restarts,4,True,0.0003039836883544922,4
4856,steiner,43,750,gat_cond+greedy,4,True,0.0028810501098632812,4
4410,sanchis_random,26,188,greedy_min_degree,5,True,0.0003230571746826172,5
4410,sanchis_random,26,188,greedy_random,4,True,2.574920654296875e-05,5
4410,sanchis_random,26,188,sa_restarts,4,True,0.0002448558807373047,5
4410,sanchis_random,26,188,exact,5,True,0.00029730796813964844,5
4410,sanchis_random,26,188,gat_cond+greedy,5,True,0.0024938583374023438,5
2424,keller,15,29,greedy_min_degree,8,True,8.392333984375e-05,8
2424,keller,15,29,greedy_random,4,True,1.6927719116210938e-05,8
2424,keller,15,29,sa_restarts,8,True,0.00021982192993164062,8
2424,keller,15,29,exact,8,True,6.413459777832031e-05,8
2424,keller,15,29,gat_cond+greedy,8,True,0.001346588134765625,8
1009,c_fat,42,852,greedy_min_degree,2,True,0.0007839202880859375,2
1009,c_fat,42,852,greedy_random,1,True,2.09808349609375e-05,2
1009,c_fat,42,852,sa_restarts,2,True,0.0002582073211669922,2
1009,c_fat,42,852,gat_cond+greedy,2,True,0.002916097640991211,2
21,brockington,38,373,greedy_min_degree,6,True,0.0004189014434814453,6
21,brockington,38,373,greedy_random,4,True,3.0279159545898438e-05,6
21,brockington,38,373,sa_restarts,6,True,0.00033211708068847656,6
21,brockington,38,373,gat_cond+greedy,6,True,0.0025670528411865234,6
1071,c_fat,81,632,greedy_min_degree,9,True,0.0008268356323242188,9
1071,c_fat,81,632,greedy_random,7,True,3.266334533691406e-05,9
1071,c_fat,81,632,sa_restarts,8,True,0.0004658699035644531,9
1071,c_fat,81,632,gat_cond+greedy,9,True,0.004193782806396484,9
4858,steiner,44,775,greedy_min_degree,4,True,0.0007770061492919922,4
4858,steiner,44,775,greedy_random,4,True,2.002716064453125e-05,4
4858,steiner,44,775,sa_restarts,4,True,0.0003120899200439453,4
4858,steiner,44,775,gat_cond+greedy,3,True,0.003306150436401367,4
3683,sanchis,47,592,greedy_min_degree,7,True,0.0006577968597412109,7
3683,sanchis,47,592,greedy_random,5,True,2.4080276489257812e-05,7
3683,sanchis,47,592,sa_restarts,7,True,0.00040221214294433594,7
3683,sanchis,47,592,gat_cond+greedy,7,True,0.003245115280151367,7
3260,p_hat,53,635,greedy_min_degree,7,True,0.0006949901580810547,8
3260,p_hat,53,635,greedy_random,6,True,2.7894973754882812e-05,8
3260,p_hat,53,635,sa_restarts,7,True,0.00043892860412597656,8
3260,p_hat,53,635,gat_cond+greedy,7,True,0.002865314483642578,8
4037,sanchis_random,120,3218,greedy_min_degree,9,True,0.0034029483795166016,10
4037,sanchis_random,120,3218,greedy_random,7,True,4.315376281738281e-05,10
4037,sanchis_random,120,3218,sa_restarts,8,True,0.0008788108825683594,10
4037,sanchis_random,120,3218,gat_cond+greedy,9,True,0.00872802734375,10
4718,steiner,39,621,greedy_min_degree,5,True,0.0006461143493652344,5
4718,steiner,39,621,greedy_random,4,True,1.8835067749023438e-05,5
4718,steiner,39,621,sa_restarts,4,True,0.0002942085266113281,5
4718,steiner,39,621,gat_cond+greedy,4,True,0.0028290748596191406,5
4729,steiner,200,19074,greedy_min_degree,4,True,0.01837015151977539,4
4729,steiner,200,19074,greedy_random,2,True,5.602836608886719e-05,4
4729,steiner,200,19074,sa_restarts,4,True,0.0014650821685791016,4
4729,steiner,200,19074,gat_cond+greedy,4,True,0.03566789627075195,4
2971,p_hat,172,8041,greedy_min_degree,10,True,0.007394075393676758,10
2971,p_hat,172,8041,greedy_random,8,True,5.1021575927734375e-05,10
2971,p_hat,172,8041,sa_restarts,9,True,0.0013561248779296875,10
2971,p_hat,172,8041,gat_cond+greedy,9,True,0.020273923873901367,10
3293,p_hat,71,990,greedy_min_degree,10,True,0.001039743423461914,11
3293,p_hat,71,990,greedy_random,7,True,2.8848648071289062e-05,11
3293,p_hat,71,990,sa_restarts,10,True,0.0005960464477539062,11
3293,p_hat,71,990,gat_cond+greedy,10,True,0.0056459903717041016,11
1627,hamming,56,1025,greedy_min_degree,6,True,0.0010380744934082031,7
1627,hamming,56,1025,greedy_random,6,True,2.4080276489257812e-05,7
1627,hamming,56,1025,sa_restarts,7,True,0.0004279613494873047,7
1627,hamming,56,1025,gat_cond+greedy,7,True,0.005032062530517578,7
2599,keller,56,735,greedy_min_degree,15,True,0.0007929801940917969,15
2599,keller,56,735,greedy_random,6,True,2.3126602172851562e-05,15
2599,keller,56,735,sa_restarts,13,True,0.0005862712860107422,15
2599,keller,56,735,gat_cond+greedy,6,True,0.003268718719482422,15
4157,sanchis_random,193,9314,greedy_min_degree,9,True,0.009479284286499023,10
4157,sanchis_random,193,9314,greedy_random,9,True,5.1975250244140625e-05,10
4157,sanchis_random,193,9314,sa_restarts,9,True,0.0017859935760498047,10
4157,sanchis_random,193,9314,gat_cond+greedy,8,True,0.019732952117919922,10
1639,hamming,104,4858,greedy_min_degree,3,True,0.00523686408996582,4
1639,hamming,104,4858,greedy_random,2,True,3.409385681152344e-05,4
1639,hamming,104,4858,sa_restarts,3,True,0.0006253719329833984,4
1639,hamming,104,4858,gat_cond+greedy,3,True,0.014045953750610352,4
3775,sanchis,67,1361,greedy_min_degree,6,True,0.0013360977172851562,6
3775,sanchis,67,1361,greedy_random,5,True,2.9802322387695312e-05,6
3775,sanchis,67,1361,sa_restarts,6,True,0.000518798828125,6
3775,sanchis,67,1361,gat_cond+greedy,5,True,0.006985902786254883,6
2816,p_hat,25,156,greedy_min_degree,7,True,0.00020265579223632812,7
2816,p_hat,25,156,greedy_random,5,True,1.7881393432617188e-05,7
2816,p_hat,25,156,sa_restarts,7,True,0.00024199485778808594,7
2816,p_hat,25,156,exact,7,True,0.0002930164337158203,7
2816,p_hat,25,156,gat_cond+greedy,6,True,0.002330780029296875,7
1965,johnson,177,15161,greedy_min_degree,3,True,0.04316592216491699,3
1965,johnson,177,15161,greedy_random,2,True,5.1975250244140625e-05,3
1965,johnson,177,15161,sa_restarts,3,True,0.0009918212890625,3
1965,johnson,177,15161,gat_cond+greedy,3,True,0.02869701385498047,3
4368,sanchis_random,41,376,greedy_min_degree,8,True,0.0004520416259765625,8
4368,sanchis_random,41,376,greedy_random,6,True,3.0994415283203125e-05,8
4368,sanchis_random,41,376,sa_restarts,6,True,0.0003368854522705078,8
4368,sanchis_random,41,376,gat_cond+greedy,6,True,0.0028252601623535156,8
1042,c_fat,79,2967,greedy_min_degree,3,True,0.0027227401733398438,3
1042,c_fat,79,2967,greedy_random,1,True,4.291534423828125e-05,3
1042,c_fat,79,2967,sa_restarts,3,True,0.0004470348358154297,3
1042,c_fat,79,2967,gat_cond+greedy,3,True,0.007634878158569336,3
1314,hamming,53,1244,greedy_min_degree,2,True,0.0011341571807861328,2
1314,hamming,53,1244,greedy_random,2,True,2.7179718017578125e-05,2
1314,hamming,53,1244,sa_restarts,2,True,0.0003161430358886719,2
1314,hamming,53,1244,gat_cond+greedy,2,True,0.00554203987121582,2
360,brockington,132,5191,greedy_min_degree,8,True,0.004754066467285156,8
360,brockington,132,5191,greedy_random,5,True,3.6716461181640625e-05,8
360,brockington,132,5191,sa_restarts,8,True,0.001004934310913086,8
360,brockington,132,5191,gat_cond+greedy,6,True,0.012845039367675781,8
4335,sanchis_random,177,7778,greedy_min_degree,9,True,0.007879972457885742,10
4335,sanchis_random,177,7778,greedy_random,7,True,5.984306335449219e-05,10
4335,sanchis_random,177,7778,sa_restarts,10,True,0.0017819404602050781,10
4335,sanchis_random,177,7778,gat_cond+greedy,8,True,0.01573491096496582,10
907,c_fat,31,455,greedy_min_degree,2,True,0.0004520416259765625,2
907,c_fat,31,455,greedy_random,1,True,1.8835067749023438e-05,2
907,c_fat,31,455,sa_restarts,2,True,0.0002269744873046875,2
907,c_fat,31,455,exact,2,True,0.0002551078796386719,2
907,c_fat,31,455,gat_cond+greedy,2,True,0.0027618408203125,2
2468,keller,14,25,greedy_min_degree,7,True,8.20159912109375e-05,7
